646;1390018560.00;1390084095.00;AT
647;1396703232.00;1396834303.00;AT
648;1396998144.00;1397006335.00;AT
649;1401430016.00;1401432063.00;AT
650;1401497600.00;1401499647.00;AT
651;1401753088.00;1401753343.00;AT
652;1401868288.00;1401870335.00;AT
653;1403256832.00;1403322367.00;AT
654;1403994112.00;1404010495.00;AT
655;1404379136.00;1404383231.00;AT
656;1404805120.00;1404813311.00;AT
657;1405050880.00;1405059071.00;AT
658;1406599168.00;1406664703.00;AT
659;1406713856.00;1406717695.00;AT
660;1406717952.00;1406722047.00;AT
661;1406836736.00;1406844927.00;AT
662;1406902272.00;1406910463.00;AT
663;1407538176.00;1407538431.00;AT
664;1407542912.00;1407543039.00;AT
665;1410637824.00;1410646015.00;AT
666;1411805184.00;1411809279.00;AT
667;1416626176.00;1417150463.00;AT
668;1424606200.00;1424606207.00;AT
669;1424606456.00;1424606463.00;AT
670;1424606712.00;1424606719.00;AT
671;1424606968.00;1424606975.00;AT
672;1424736128.00;1424736383.00;AT
673;1424737408.00;1424737535.00;AT
674;1424751360.00;1424751615.00;AT
675;1426915328.00;1426931711.00;AT
676;1427031680.00;1427031743.00;AT
677;1427031808.00;1427032063.00;AT
678;1428094976.00;1428096031.00;AT
679;1428096040.00;1428103167.00;AT
680;1431832833.00;1431832846.00;AT
681;1431837681.00;1431837694.00;AT
682;1431994368.00;1432002559.00;AT
683;1434189824.00;1434451967.00;AT
684;1436475392.00;1436477439.00;AT
685;1436487624.00;1436487631.00;AT
686;1438744576.00;1438760959.00;AT
687;1439006568.00;1439006575.00;AT
688;1439105024.00;1439121407.00;AT
689;1441284096.00;1441292287.00;AT
690;1441357824.00;1441366015.00;AT
691;1441587200.00;1441594879.00;AT
692;1441595136.00;1441596159.00;AT
693;1441601536.00;1441603583.00;AT
694;1441701888.00;1441710079.00;AT
695;1442811904.00;1442815999.00;AT
696;1444937728.00;1445068799.00;AT
697;1446543360.00;1446576127.00;AT
698;1446707200.00;1446739967.00;AT
699;1450123264.00;1450131455.00;AT
700;1467465760.00;1467465791.00;AT
701;1467465800.00;1467465807.00;AT
702;1467465824.00;1467465855.00;AT
703;1467466024.00;1467466031.00;AT
704;1475575808.00;1475592191.00;AT
705;1475854336.00;1475862527.00;AT
706;1481711616.00;1481719807.00;AT
707;1483997184.00;1484038223.00;AT
708;1484038228.00;1484038243.00;AT
709;1484038248.00;1484038251.00;AT
710;1484038256.00;1484038391.00;AT
711;1484038400.00;1484128255.00;AT
712;1486309376.00;1486311423.00;AT
713;1490049880.00;1490049887.00;AT
714;1494269952.00;1494278143.00;AT
715;1494876160.00;1494908927.00;AT
716;1495236608.00;1495237711.00;AT
717;1495237728.00;1495238655.00;AT
718;1499987968.00;1499996159.00;AT
719;1500094464.00;1500102655.00;AT
720;1500172288.00;1500174335.00;AT
721;1502609408.00;1502610175.00;AT
722;1502658560.00;1502674943.00;AT
723;1505320960.00;1505329151.00;AT
724;1506448384.00;1506448663.00;AT
725;1506448672.00;1506448719.00;AT
726;1506448728.00;1506448735.00;AT
727;1506452992.00;1506453247.00;AT
728;1506460672.00;1506460927.00;AT
729;1506475520.00;1506476031.00;AT
730;1506768896.00;1506770943.00;AT
731;1506775040.00;1506777087.00;AT
732;1506803008.00;1506803071.00;AT
733;1518452736.00;1518460927.00;AT
734;1519517696.00;1519583231.00;AT
735;1519943680.00;1519976447.00;AT
736;1533540352.00;1533542399.00;AT
